ID,link id,advert title,Url,city,phones,description text,images,address,timetable,website address
66,105001988,Автомобили с пробегом в Актау,https://kolesa.kz/a/show/105001988,Актау,"['+7 771 920 0720', '+7 775 091 0691', '+7 705 748 1189']","                      Описание                                                              Royal Cars Aktau-самый крупный авторынок проверенных автомобилей с пробегом в Мангистауской обл.  Гарантия юридической чистоты и финансовой безопасности  Причины оформить кредит на авто с пробегом в нашем автосалоне:  3. Большой выбор кредитных программ позволит выбрать лучшие условия   Дополнительно:  1. Вы можете обменять свой авто на любой другой с Вашей или нашей доплатой или ключ на ключ  2. Если Вы продаете автомобиль, мы сделаем Вам хорошее предложение и купим его.                                      ",['no images'],"Промзона 9, здание 39","09:00 - 18:00 Пн - Сб
Воскресенье - выходной
",No such data
67,35281048,Бипэк Партнер — Автомобили с пробегом,https://kolesa.kz/a/show/35281048,Алматы,"['+7 705 270 9045', '+7 777 355 7772', '+7 778 911 8397']","                      Описание                                                              Бипэк Партнер — Ваш надежный партнер на рынке автомобилей с пробегом.  Бипэк Партнер предлагает своим клиентам особые условия по программе Trade IN при покупке нового автомобиля с выгодой до 250 000 тг. За один рабочий день мы произведем оценку и обмен Вашего автомобиля на новый. При этом, мы сэкономим Ваше время на сопутствующие процедуры по продаже авто.  Наши преимущества:   — Самая быстра, бесплатная, профессиональная оценка авто по казахстану   — Оперативный выкуп автомобилей за наличные, выкуп залоговых авто   — Поможем продать Ваш автомобиль в кратчайшие сроки и по Вашей цене   — Полная диагностика на современном оборудовании   — Весь спектр услуг по кредитованию   — Широкий выбор проверенных автомобилей с пробегом, с возможностью — драйва   — Индивидуальный подход наших специалистов   — Юридическая и финансовая чистота сделки гарантированы   — Возможен обмен не только на новый, но и на любой автомобиль с пробегом. На более дорогую, на равноценную, на более дешевую с нашей доплатой.  С нами вы экономите Время, Силы, Деньги                                      ",['no images'],Майлина 240а,"09:00 - 18:00 Пн - Вс
",No such data
68,23750676,Aster Auto,https://kolesa.kz/a/show/23750676,Шымкент,['+7 707 839 2828'],"                      Описание                                                              Компания Aster AUTO является официальным диллером Nissan, Renault в Казахстане.  К вашим услугам:  1. Новые автомобили: Nissan, Renault  2. Надежные и проверенные автомобили с пробегом всех моделей и марок  3. Гибкие условия рассрочки и кредитования  4. Программа оценки, выкупа или обмена Вашего авто  5. Сервисное обслуживание  6. Комфортабельная зона отдыха и кафе  В Aster Nissan действуют специальные условия приобретения автомобилей:  1. Горящее предложение на ограниченное количество автомобилей.  2. Выгода до 687 000 тенге по программе Trade-in                                      ",['no images'],"Проспект Байдебек Би, не доезжая до Бозарыкского кольца.","09:00 - 21:00 Пн - Вс
",No such data
69,87861534,Lexus Центр Актобе,https://kolesa.kz/a/show/87861534,Актобе,['+7 776 764 7378'],"                      Описание                                                              Лексус Актобе является официальным и единственным, в Западном Казахстане, автосалоном и соответствует самым высоким стандартам и требованиям, предъявляемым к дилерам Lexus во всем мире. В их основе лежит концепция 3s: собственный автосалон (Showroom), наличие современной сервисной станции (Service Shop) и наличие склада запасных частей (Spare Parts).   Новый центр предоставляет своим клиентам не только автомобили высочайшего качества, признанного во всем мире, но и полный спектр технического обслуживания, на базе Тойота Центр Актобе. Высокотехнологичное, диагностическое и ремонтное оборудование помогает квалифицированно осуществлять предпродажную подготовку автомобилей, техническое обслуживание и ремонт, а современные, оснащенные новейшими диагностическими стендами и специальными инструментами сервисные мощности Центра позволяют производить любые виды работ и оказывать весь спектр услуг в соответствии со стандартами производителя. Обслуживающий персонал проходит комплексную подготовку и обучение в образовательных центрах Toyota education (Япония, Германия, Россия), уровень образования контролируется ежегодной аттестацией и квалификацией. На все виды работ и все виды услуг внедрены японские стандарты затрат времени и труда.   Работа автоцентра организована таким образом, чтобы его прсещение приносило только положительные эмоции, ведь одним из основополагающих принципов Lexus является ""Стремление к совершенству"" во всем, и в производстве автомобилей премиум-класса, и в обслуживании своих клиентов.                                      ",['no images'],Санкибай Батыра 72 Г,"09:00 - 19:00 Пн - Пт
09:00 - 17:00 Сб
Воскресенье - выходной
",No such data
70,42125357,Renault на Суюнбая,https://kolesa.kz/a/show/42125357,Алматы,['+7 707 341 0888'],"                      Описание                                                              Акции и предложения на автомобили Renault в :   • Рассрочка 0% до 2х лет с первоначальным взносом от 50%  • Специальное предложение на Renault Kaptur — Выгода до 1 300 000 тенге  • Кредит на льготных условиях с первоначальным взносом от 10%  • Расчет и подача заявки на кредитование онлайн  • Доставка автомобиля до Вашего дома (в пределах городов Алматы и Шымкент)   Компания является официальным дилером Renault в Казахстане. Компания имеет десятилетний опыт работы в России и за рубежом. На территория Республики Казахстан начала свою работу в сентябре 2010 г. Наша компания работает по принципу 3s: под одной крышей расположены автосалон, отдел продажи запасных частей и сервисная зона, которая оснащена современным оборудованием ведущих мировых производителей, благодаря чему может выполнен полный комплекс ремонтных и диагностических работ. Помимо продажи новых автомобилей, технического и гарантийного обслуживания, компания предлагает клиентам приобретение машин в кредит на эксклюзивных условиях.  Также у нас вы можете обмен свой старый автомобиль на новый по программе Trade-In. Наши покупатели могут оценить возможности всего модельного ряда в индивидуальном тест-драйве.                                      ",['no images'],No such data,"09:00 - 20:00 Пн - Вс
",No such data
71,112004435,North Star of Kazakhstan,https://kolesa.kz/a/show/112004435,Нур-Султан (Астана),"['+7 771 099 0044', '+7 771 099 0049']","                      Описание                                                              Официальный дилер Мерседес-Бенц в городе Нур-Султан ""North Star of Kazakhstan""   Свяжитесь с нами для более полной информации по приобретению автомобилей.                                      ",['no images'],Туран 61,"09:00 - 18:00 Пн - Сб
Воскресенье - выходной
",No such data
72,34921513,Автомобили с пробегом в Hyundai,https://kolesa.kz/a/show/34921513,Костанай,"['+7 775 224 4223', '+7 747 500 6084']","                      Описание                                                              Преимущества услуги Trade-IN: Безопасность — Наш дилерский центр гарантирует юридическую чистоту сделки по обмену Вашего транспортного средства на новый автомобиль. При этом, Вы не обязаны лично осуществл расчет с покупателем, а также заниматься процедурой переоформления авто.  Trade-IN скажи НЕТ ограничениям! Марка, модель, возраст и производитель Вашего авто не имеют никакой разницы. Единственное и самое главное условие юридически чистый автотранспорт. Затраты на новый автомобиль с программой Trade-IN это удобство. Также Вы имеете возможность сдать Ваш автомобиль в счет первого взноса по кредиту. Таким образом, Вы уезжаете от нас на новом автомобиле.  Trade-IN это оперативность.  Вы не тратите свое время на процедуру оценки автомобиля, поиск подходящего покупателя, проведение переговоров и демонстрации автомобиля, а также подготовку авто к продаже. Вам не требуется заниматься размещением объявлений в печатных изданиях, интернете, а затем тратить время на ответы, осуществл смотрины автомобиля, а также пробные поездки, ну и наконец, пробовать сторговаться.  Hyundai Auto Kostanay дает своим клиентам особые условия Trade-IN на покупку нового автомобиля. За один рабочий день мы произведем оценку и обмен Вашего автомобиля на новый. При этом, экономим ваше время на сопутствующие процедуры по продаже авто. Неудобства будут сведены к минимуму.  Hyundai Auto Kostanay так же может срочно выкупить ваш автомобиль за наличный расчет за один день. Выкупаем и автомобили с залоговым обременением.                                      ",['no images'],ул. Баймагамбетова. 147/3,"09:00 - 20:00 Пн - Вс
",No such data
73,41105035,Бипэк Партнер Автомобили с пробегом,https://kolesa.kz/a/show/41105035,Караганда,"['+7 777 949 0307', '+7 705 983 4442', '+7 778 306 6367', '+7 700 767 2222']","                      Описание                                                              Бипэк Партнер — Ваш надежный партнер на рынке автомобилей с пробегом.  Бипэк Партнер предлагает своим клиентам особые условия по программе Trade IN при покупке нового автомобиля с выгодой до 250 000 тг. За один рабочий день мы произведем оценку и обмен Вашего автомобиля на новый. При этом, мы сэкономим Ваше время на сопутствующие п. Цедуры по продаже авто.  Наши преимущества: — Самая быстрая профессиональная оценка авто по казахстану — Оперативный выкуп автомобилей за наличные — Поможем продать Ваш автомобиль в кратчайшие сроки и по Вашей цене — Полная диагностика на современном оборудовании — Весь спектр услуг по кредитованию — Широкий выбор проверенных автомобилей с пробегом, с возможностью — драйва — Индивидуальный подход наших специалистов — Юридическая и финансовая чистота сделки гарантированы — Возможен обмен не только на новый, но и на любой автомобиль с пробегом. На более дорогую, на равноценную, на более дешевую с нашей доплатой.  С нами вы экономите Время, Силы, Деньги                                      ",['no images'],ул. Ермекова 96д,"09:00 - 18:00 Пн - Вс
",No such data
74,107296730,АО БИПЭК АВТО Казахстан,https://kolesa.kz/a/show/107296730,Алматы,"['+7 727 330 5353', '+7 707 389 4287', '+7 775 952 9928', '+7 701 888 6209', '+7 708 961 5452', '+7 701 764 3414']","                      Описание                                                              Автоцентр ""БИПЭК АВТО"" в городе Алматы являеться частью дилерской сети крепнейшего автомобильного холдинга казахстана.  В наших салонах представлены популярные и проверенные временем бренды — LADA, KIA, Skoda, UAZ, а также большой выбор прицепов производстава АЗИЯ АВТО.  Для комфортного обслуживания вашего автомобиля мы предлагаем услуги сервиса, а в магазине запчастей представлен большой выбор авто-аксессуаров и доп. Оборудования.  Мы предлагаем большой выбор финансовых услуг: программы предзаказа автомобилей, льготное кредитование, обмен авто по программе Trade IN. Постоянно действуют выгодные акции.   Все товары и услуги вы можете оплатить ОНЛАЙН через смарт банкинг вашего банка.   Получить полную информацию Вы можете в наших автоцентрах во всех крупных городах Республики казахстан, а также по указанным телефонам или на сайте Компании.                                      ",['no images'],ул.Майлина 240а,"10:00 - 17:00 Пн - Вс
",No such data
75,42857436,Бипэк Партнер — Автомобили с пробегом,https://kolesa.kz/a/show/42857436,Усть-Каменогорск,"['+7 777 495 0775', '+7 775 402 9242', '+7 777 495 0191']","                      Описание                                                              Бипэк Партнер — Ваш надежный партнер на рынке автомобилей с пробегом.  Бипэк Партнер предлагает своим клиентам особые условия по программе Trade IN при покупке нового автомобиля с выгодой до 250 000 тг. За один рабочий день мы произведем оценку и обмен Вашего автомобиля на новый. При этом, мы сэкономим Ваше время на сопутствующие процедуры по продаже авто.  Наши преимущества:   — Самая быстрая профессиональная оценка авто по казахстану;   — Оперативный выкуп автомобилей за наличные;   — Поможем продать Ваш автомобиль в кратчайшие сроки и по Вашей цене;   — Полная диагностика на современном оборудовании;   — Весь спектр услуг по кредитованию;   — Широкий выбор проверенных автомобилей с пробегом, с возможностью тест-драйва;   — Индивидуальный подход наших специалистов;   — Юридическая и финансовая чистота сделки гарантированы;   — Возможен обмен не только на новый, но и на любой автомобиль с пробегом. На более дорогую, на равноценную, на более дешевую с нашей доплатой.  С нами вы экономите Время, Силы, Деньги!  09: 00 — 18: 00 Пн — Пт.                                      ",['no images'],"Пр. Независимости, 92/1","09:00 - 18:00 Пн - Пт
Суббота, воскресенье - выходные
",No such data
76,5647569,Eurasia Motors,https://kolesa.kz/a/show/5647569,Алматы,"['+7 701 208 4846', '+7 701 755 7956']","                      Описание                                                              Компания Евразия Моторс является крупнейшим дилером рекреационной техники в Казахстане с 1992 года.  Мы предлагаем нашим клиентам широкий выбор яхт, гидроциклов, квадроциклов, мототехники, снегоходов, катеров, автодомов, лодочных моторов.  Евразия Моторс является эксклюзивным дистрибьютором компании Brunswick Marine (США), компании номер один в мире производящей подвесные и стационарные лодочные моторы с широкой линейкой мощностей от 2, 5 до 275 л. С. С августа 2006 г. Компания является официальным дистрибьютором завода Princess (Англия) по производству моторных яхт класса Премиум. ""евразия ст"" официальный дистрибьютор компании BRP (Bombardier Recreational Products, Канада) и представляет известные торговые марки Ski-doo, Sea-doo, Can-Am, Jetboats. Также ""Евразия Моторс"" является официальным дилером АО ""Русская Механика"" — снегоходы ""Тайга"" и ""Буран"". Мы являемся поставщиком автодомов и караванов завода Hymer, Германия.  Гипермаркет техники Евразия Моторс расположен на площади 2000 кв. Метров, на территории находится:  Гипермаркет техники Евразия Моторс  Vip зал для обслуживания клиентов, в котором клиент может за чашечкой свежесваренного ароматного кофе наблюдать, как его техника проходит обслуживание на сервисном центре компании, Сервисный центр оснащен современным оборудованием, позволяющим производить ремонт и сервисное обслуживание любой техники от лодочного мотора до яхты.                                      ",['no images'],"ул. Утеген батыра, д. 11а, АТЦ Сайран Сити, 0 этаж, ГМ ""Eurasia Motors""","10:00 - 19:00 Пн - Пт
10:00 - 17:00 Сб
Воскресенье - выходной
",No such data
77,36886762,Автомобили с пробегом в Hyundai на Кабанбай батыра,https://kolesa.kz/a/show/36886762,Нур-Султан (Астана),"['+7 701 746 6632', '+7 701 960 5065', '+7 701 766 1629', '+7 701 648 8301']","                      Описание                                                              Автоцентр «Hyundai Premium Astana» на Кабанбая» рад предложить Вам возможность обмен Ваш автомобиль с пробегом на Новый, при помощи программы Trade — IN.  Широкий ассортимент новых автомобилей Hyundai позволит Вам выбрать тот автомобиль, который подойдет именно Вам.  Наша программа ориентирована именно на Вас и дает возможность простоты, оперативности и прозрачности нашей работы. Освободит Вас от сложных операций по поиску клиентов, осуществления смотрин, ведения переговоров, предоставляя возможность безопасности юридической сделки.  Квалифицированные специалисты помогут подобрать Ваш новый автомобиль и на выгодных для Вас условиях предложат сумму доплаты при сдаче Вашего автомобиля с пробегом.  Автоцентр «Hyundai Premium Astana» на Кабанбая» — это простота, удобство и комфорт!  С уважением, команда специалистов отдела автомобилей с пробегом: Ринат, Даурен, Талант.                                      ",['no images'],"пр. Кабанбай батыра, 39","09:00 - 20:00 Пн - Вс
",No such data
78,38931032,CHEVROLET — автоцентр ТОО «ИЛЬБЕРС»,https://kolesa.kz/a/show/38931032,Усть-Каменогорск,['+7 771 302 4785'],"                      Описание                                                              Проспект Н. Назарбаева 34, Автосалон ""Ravon/Chevrolet"" в дилерском центре ""Ильберс"" является единственным официальным Дилерским центром в Восточно-Казахстанской области с многолетним опытом работы.   — Продажа автомобилей   — Продажа запчастей и Аксессуаров  На автомобили распространяются программы:   — Автокредитование под сниженные процентные ставки   — Автострахование  Наша компания имеет собственный склад запасных частей, а так же занимается поставкой запасных частей под заказ.  Наша компания зарекомендовала себя на рынке автомобильных услуг как надежный и перспективный Дилерский центр. Гарантия на автомобиль составляет 3 года или 100 000 км. Так же действует:  -Кредитование.  Основные преимущества сотрудничества с нами:   — Гарантия и качество   — Удобство и выгода   — Индивидуальный подход и лояльность к нашим клиентам   — Собственный склад запасных чаcтей   — Квалифицированный персонал                                      ",['no images'],пр. Нурсултана Назарбаева 34,"09:00 - 19:00 Пн - Пт
10:00 - 17:00 Сб - Вс
",No such data
79,45608025,Hyundai Premium Almaty,https://kolesa.kz/a/show/45608025,Алматы,"['+7 701 351 9914', '+7 701 766 3957', '+7 701 929 4007', '+7 777 387 9114', '+7 701 302 0196', '+7 701 766 3950', '+7 707 555 0991', '+7 701 766 3970']","                      Описание                                                              Автосалон «Hyundai Premium Almaty» — первый официальный дилерский центр на территории СНГ, построенный по новейшему стандарту представления бренда Hyundai на ближайшие пять лет — GDSI.  Основные ценности программы Modern Premium экологичность и технологичность. Концепция GDSI (Global Dealership Space Identity) служит воплощением основных ценностей Modern Premium при создании автосалона и построении процесса продаж. Данный проект реализован в четырех странах: Китай, Бразилия, Турция, Корея. Казахстан является пятой страной в этом списке. Автосалон Hyundai Premium Almaty» и находит всецелое отображение в архитектурном стиле автосалона в Алматы. Безусловно, что такой подход в визуальном и внутреннем оформлении автосалона влечет за собой и изменение в подходах к процессу продажи в целом. В просторном, стильном и изысканном шоуруме автосалона представлен весь модельный ряд автомобилей Hyundai, поставляемых в Казахстан, а также здесь можно выбрать оригинальные запасные части и аксессуары                                      ",['no images'],"пр. Аль-Фараби, 107/1, уг. ул. Жарокова.","09:00 - 20:00 Пн - Вс
",No such data
80,109837735,Chevrolet Uralsk,https://kolesa.kz/a/show/109837735,Уральск,['+7 771 731 0101'],                      Описание                                                              Новый автосалон Chevrolet Uralsk                                      ,['no images'],Шолохова 3 Б,"09:00 - 18:00 Пн - Вс
",No such data
81,94423359,Nissan Центр Уральск,https://kolesa.kz/a/show/94423359,Уральск,['+7 771 731 0505'],"                      Описание                                                              Автосалон Nissan Центр Уральск — мы официальные дилеры автомобилей Nissan в г. Уральск!  В нашем центре вы найдете такие услуги, как:    — Продажа автомобилей марки Nissan в Рассрочку под 0% на весь модельный ряд;   — Программа выгодного обмена вашего поддержанного автомобиля на новый (Trade in);   — Только в нашем автосалоне имеется подменный автомобиль (Nissan X-Trail) если Ваш автомобиль Nissan находиться на ремонте в нашем сервисе   — Программа льготного кредитования;   — Nissan Finance;   — Кредитование от 10% первоначального взноса сроком на 7 лет;   — Скидки и подарки для наших клиентов;   — Гарантия на автомобили Nissan составляет 3 года либо 100 000 км пробега (В зависимости что наступит ранее)   — Сервисный центр;   — Продажа запчастей и Аксессуаров;   — Автомойка;   — Химчистка;   — Полная предпродажная подготовка;                                      ",['no images'],"ул.Шолохова, 3б (Напротив Рынок Алтын Алма)","09:00 - 19:00 Пн - Сб
10:00 - 17:00 Вс
",No such data
82,28412248,Первый Автосупермаркет — проверенные авто с гарантиями в Алматы,https://kolesa.kz/a/show/28412248,Алматы,['+7 708 941 0888'],"                      Описание                                                              Первый автосупермаркет — это более 1500 проверенных автомобилей с гарантиями.   5 причин купить авто в первом автосупермаркете:  1. Месяц бесплатной технической поддержки на двигатель и коробку передач  2.7 дней или 1500 км на обмен автомобиля, если он Вам просто не понравился  3. Продленная годовая гарантия на автомобили не старше 15 лет и с пробегом не более 150 000 км  4. Гарантия юридической чистоты и финансовой безопасности  5. Постановка на учет, выдача транзитных и гос. Номеров прямо в автосалоне   Оформить кредит в Первом автосупермаркете можно:  1. На любой автомобиль на рынке, который Вам нравится, с первым взносом от 10% сроком до 7 лет.  2. Подав заявку и получив предварительное одобрение онлайн  3. Выбрав кредитную программу с лучшими условиями   Дополнительно:  1. Вы можете обменять свой автомобиль на любой другой с Вашей или нашей доплатой или ключ на ключ  2. Если Вы продаете автомобиль, мы сделаем Вам хорошее предложение и купим его.                                      ",['no images'],"с. Бесагаш, ул. Райымбека, 165","09:00 - 21:00 Пн - Вс
",No such data
83,103139674,"""Shym Auto"" (Шым Авто)",https://kolesa.kz/a/show/103139674,Шымкент,"['+7 700 718 5303', '+7 708 772 7036']",                      Описание                                                              Успех нашей компании на рынке формируется за счёт высоких стандартов обслуживания с надёжностью!                                      ,['no images'],"Темирлановская трасса, строение №205","09:00 - 18:00 Пн - Пт
Суббота, воскресенье - выходные
",No such data
84,23727285,KAZAF motors Astana,https://kolesa.kz/a/show/23727285,Нур-Султан (Астана),['+7 778 998 8855'],"                      Описание                                                              Продажа новых и б/у автомобилей.   — самые выгодные цены в Казахстане на премиум авто lexus, mercedes, bmw, audi, land rover, bentley,.   — официально дилерские авто на гарантии 3 года или 100 000 км, что ранее наступит.   — автомобили в наличии и на заказ любой марки.   — собственные автовозы                                      ",['no images'],улица Байыркум 15,"10:00 - 20:00 Пн - Вс
",No such data
85,16360823,Мицубиши Центр Астана,https://kolesa.kz/a/show/16360823,Нур-Султан (Астана),"['+7 701 974 9450', '+7 747 171 2556', '+7 701 252 5573', '+7 775 807 4800', '+7 775 143 4034']","                      Описание                                                              Дилерский центр ""митсубиши Центр Астана"" Terra Motors является официальным дилером автомобилей Mitsubishi в г. Нур-Султан.   Только у нас новые автомобили Mitsubishi доступны:   — за наличный расчет с дополнительной выгодой при покупке,   — в рассрочку до 2 лет,   — в кредит при первом взносе от 10%.  Действует предзаказ на автомобили без доплаты за цвет.   Тест-драйв (пробная поездка) на тестовом автомобиле совершенно бесплатно.   Для удобства предлагаем программу Trade-in: примем Ваш автомобиль любой марки и года выпуска в зачет нового.  В подарок каждому покупателю — программа помощи на дорогах ""МАР"" (Miitsubishi Motors Assistance Package): техническая помощь и ремонт на месте, эвакуация и еще ряд преимуществ в случае возникших дорожных происшествий.   Наш официальный сервисный центр обслуживает автомобили всех марок. Предлагает услуги: шиномонтажа, установки дополнительного оборудования и аксессуаров, охранных систем и многое другое.   Приглашаем посетить наш дилерский центр в 3d-туре уже сейчас, пройдя по ссылке:   Мы работаем для Вас ежедневно с 09: 00 до 20: 00.                                      ",['no images'],"Коргалжынское шоссе, 7б (за баней Керемет)","09:00 - 20:00 Пн - Сб
09:00 - 19:00 Вс
",No such data
86,106450801,Cadillac Almaty,https://kolesa.kz/a/show/106450801,Алматы,['+7 771 218 0924'],"                      Описание                                                              Официальный дилерский центр Cadillac Almaty входит в международную сеть дилерских центров премиального бренда Cadillac& Chevrolet.   Мы рады предложить Вам следующие услуги:  1. Продажа новых автомобилей Cadillac& Chevrolet  Автомобили в нашем дилерском центре можно оформить в кредит не выходя из автосалона через банки-патнеры: Сбербанк Казахстана, Евразийский Банк, ShinHan Finance  2. Trade In система обмена Вашего автомобиля на новый автомобиль Cadillac& Chevrolet либо на наш автомобиль с пробегом, в не зависимости от года выпуска и марки.  3. Качественный ремонт автомобилей Cadillac& Chevrolet, а также любой другой марки. Ремонт и запасные части можно оформить в рассрочку сроком до 10 месяцев.  4. Продажа оригинальных запасных частей на Cadillac& Chevrolet   6. Продажа Автомобилей с пробегом, которые полностью прошли комплексную диагностику. Данные автомобили можно приобрести как в кредит так и в рассрочку, в зависимости от модели и года выпуска.   Ждем Вас в нашем автосалоне 7 дней в неделю без перерывов и выходных.                                      ",['no images'],пр. Суюнбая 243/1,"09:00 - 19:00 Пн - Вс
",No such data
87,92964875,Лексус Астана — официальный дилер в Казахстане,https://kolesa.kz/a/show/92964875,Нур-Султан (Астана),['+7 701 082 8239'],"                      Описание                                                              Дилерский Центр «Лексус Астана» является официальным дилером марки Lexus. В нашем шоуруме автоцентра представлен весь модельный ряд официально поставляемых в Казахстан автомобилей Lexus, также здесь можно выбрать оригинальные запасные части и аксессуары.   Дилерский центр предлагает своим клиентам:   — Тест-драйв;   — Льготные условия кредитования, рассрочка и лизинг;   — Обмен Вашего автомобиля на новый Lexus по программе ""Trade-in"";   — Страхование;   — Установку дополнительного оборудования и охранных систем;   — Гарантийное и послегарантийное обслуживание автомобилей;   — Полный комплекс услуг по техническому обслуживанию автомобилей   Lexus Astana обладает максимальным рейтингом ""5 звёзд"" по системе Lexus Experience — глобальному стандарту обслуживания клиентов в дилерских центрах Lexus.   В июне 2017 года Lexus Astana стал победителем премии Lexus Kiwami 2017, присуждаемой за выдающиеся результаты в развитии сервиса и вошел в Топ-10 лучших дилерских центров Европейского континента.   Автоцентр Lexus Astana располагается в престижной деловой части города на левом берегу столицы. Как и все автоцентры КМК «Астана Моторс», Lexus Astana работает по принципу «трех S»: Sales (продажа автомобилей), Service (сервисное обслуживание), Spare parts (продажа оригинальных запчастей).   Уютная клиентская зона автоцентра позволит Вам с комфортом провести время, необходимое для оформления покупки или обслуживания автомобиля.                                      ",['no images'],"Кабанбай батыра, 37","09:00 - 20:00 Пн - Вс
",No such data
89,29744762,"АВТОМИР, автомобили с пробегом",https://kolesa.kz/a/show/29744762,Нур-Султан (Астана),['+7 7172 61 31 31'],"                      Описание                                                              «Автомир» предлагает весь спектр услуг связанный как с покупкой, так и продажей подержанных автомобилей. Профессиональные менеджеры окажут Вам квалифицированную помощь при продаже или покупке автомобилей с пробегом в автосалонах нашей компании.  Приглашаем к сотрудничеству оптовых покупателей со всех регионов РК для продажи и обмена авто с пробегом!  Теперь есть возможность оформить в кредит авто не старше 13 лет!  Самые выгодные условия по программе Trade-In — обмена любого автомобиля с пробегом на новую со скидками до 1 000 000 тнг!  Ваш автомобиль оценим Дороже — Новый продадим Дешевле!                                      ",['no images'],Коргалжинское шоссе 19/1,"09:00 - 19:00 Пн - Сб
09:00 - 18:00 Вс
",No such data
90,105711784,Hyundai Auto Almaty Trade In Автомобили с пробегом,https://kolesa.kz/a/show/105711784,Алматы,"['+7 701 766 9149', '+7 701 766 9157']","                      Описание                                                              Автосалон «Hyundai Auto Almaty» — первый официальный дилерский центр на территории Республики Казахстан.  Официальное открытие автосалона состоялось в 2004 году. В просторном шоуруме, выполненном в стиле hi-tech, на площади более 1000 кв. М. Представлен весь модельный ряд южно-корейского автопроизводителя.  Автосалон «Hyundai Auto Almaty» рад предложить вам продажу  Автомобилей по программе Trade-in. В рамках данной программы  Вы можете в кратчайшие сроки обмен свой старый автомобиль  На новый. Смена автомобиля без длительного ожидания — вот  Главная задача, которую преследует программа Trade-in от  «Hyundai Auto Almaty».  Основные преимущества программы Trade-IN:  Удобство сделки по продаже вашего автомобиля  За вами закреплен менеджер отдела автомобилей с пробегом, консультирующий вас по всем вопросам, связанных с Trade-in.  Экономия времени  Официальный дилер предлагает перевести средства за ваш  Автомобиль в счет нового сразу, независимо от сроков  Последующей продажи вашего автомобиля.  Безопасность сделки  Отсутствует необходимость встречи с порой «сомнительными»  Покупателями, многочисленный показ вашего автомобиля, отвлекающие звонки.  Комиссия  Постановка на продажу автомобиля с пробегом в дилерский  Центр на ваших условиях.  Быстрый выкуп  Выгодная оценка и выкуп вашего автомобиля с пробегом.                                      ",['no images'],пр. Суюнбая 245А,"09:00 - 20:00 Пн - Вс
",No such data
